"4","2011311906","Tue Jun 02 18:49:23 PDT 2009","NO_QUERY","sXeSean","@bravesgirl5 thanks for saying bye to us in vegas! "
"0","1988718003","Sun May 31 23:10:22 PDT 2009","NO_QUERY","Kikirowr","@brigwyn Yepyep, they want to do more tests... but I'm really not sure "
"0","1555877137","Sat Apr 18 20:57:24 PDT 2009","NO_QUERY","becmcleod","has unfortunately confirmed the hypothesis that wine makes me sneeze...nooooooooo. "
"4","2001142309","Mon Jun 01 23:58:11 PDT 2009","NO_QUERY","BryanGwin","@Malerie Couldn't agree more! "
"0","2000778052","Mon Jun 01 22:56:25 PDT 2009","NO_QUERY","grovich","Our Father who art in Heaven,hallowed by Thy name,Thy kingdom come,Thy will be done on earth as it is in Heaven....My best wishes . "
"4","1979122296","Sun May 31 01:43:43 PDT 2009","NO_QUERY","maggielovescake","@sarizaurd I love you too you high school graduate "
"4","1836498531","Mon May 18 08:06:19 PDT 2009","NO_QUERY","wickedlypamx","What is everyone doing right now? "
"4","1974270001","Sat May 30 12:47:05 PDT 2009","NO_QUERY","SUZANNEARLING","@MagicButterfly Elijah wood. die kerel van Lord of the rings "
"4","1967586040","Fri May 29 19:51:06 PDT 2009","NO_QUERY","jmaslar","@_onceuponatime  Well stop what your doing and go home and tell her. Now. Well, not really, just kidding "
"4","1976932814","Sat May 30 19:36:50 PDT 2009","NO_QUERY","jwy747","We're excited for our daughter Amanda who has just gotten engaged to Danny tonight!!!  "
"0","2201959207","Tue Jun 16 21:01:39 PDT 2009","NO_QUERY","NikoleCamarae","maybe i should just give up on operation hummingbird... There so cute together  even if she is ugly"
"0","2005397912","Tue Jun 02 09:38:19 PDT 2009","NO_QUERY","koltregaskes","@CactusTri Trying to send you an invite but that part of the site is not working. "
"4","2016106864","Wed Jun 03 06:10:46 PDT 2009","NO_QUERY","timrylands","@timbuckteeth @NeilAdam @johnmayo and have you seen the rest that followed from that one. Shame we didn't tag them and  set a trend eh? "
"4","2191251252","Tue Jun 16 04:52:15 PDT 2009","NO_QUERY","ashopaholic","For gadget dad, visit Iwoot for loads of father's day ideas! Free delivery on orders over Â£45  http://bit.ly/DETYd"
"4","1834953670","Mon May 18 04:43:04 PDT 2009","NO_QUERY","IllanaGambrill","Who punched their chest 3times this morning???!! "
"0","1982167537","Sun May 31 10:39:51 PDT 2009","NO_QUERY","NickyLovesMcFly","@Sam_thebadwolf Lol yea! Xx I haven't done it - left it till tonight dint I, and I feel so so ill  Xx"
"4","1753678426","Sun May 10 02:52:00 PDT 2009","NO_QUERY","TwilightNorbie","preparing to visit a friend  And we're gonna watch Twilight! Yay!"
"4","1966840245","Fri May 29 18:29:45 PDT 2009","NO_QUERY","martii_07","hah im a loser  and im proud...im a loser cuz i only have 22 followers...but im still proud  of being a loser   "
"0","2245699205","Fri Jun 19 16:30:40 PDT 2009","NO_QUERY","EWitz","@hanfran i'm staying in tonight...i have to wake up super early tomorrow "
"4","1687370753","Sun May 03 08:31:03 PDT 2009","NO_QUERY","ohai_makayla","EEEEK! I possibly maybe might be able to see @holidayparade in Maryland! And possibly maybe @rosita_is_cooo would want to come with me? "
"4","2055681823","Sat Jun 06 09:45:49 PDT 2009","NO_QUERY","irishjayde1","@YoungQ i'm in rain soaked florida..hoping the tour adds back our dates..we need FULL SERVICE too  have a great show!"
"4","1980065110","Sun May 31 05:33:38 PDT 2009","NO_QUERY","ccscer","i need to have lots of followers haha "
"4","1833465148","Sun May 17 23:22:19 PDT 2009","NO_QUERY","INnoSynCE","I'm going to bed, goodnite ya'll, sweet dreams!! "
"4","1558118162","Sun Apr 19 07:19:37 PDT 2009","NO_QUERY","panim","yes every one gets something on their birthday  http://mypanim.shoutem.com/Eli"
"0","2060101581","Sat Jun 06 18:15:35 PDT 2009","NO_QUERY","smilelaughitsme","@jammyrabbins    i hate those thoughts"
"0","1551613644","Sat Apr 18 09:31:12 PDT 2009","NO_QUERY","litrock","Writing in the AM of a Saturday?  What the hell is wrong with me?  Time to go in and fix something I don't like around page 50.  "
"4","2014997990","Wed Jun 03 03:22:47 PDT 2009","NO_QUERY","Lynnieray","@ChristieforNJ Congratulations ... work even harder to defeat our current gov.  Avoid negative campaigning n just run on your merits.  "
"4","1675721324","Fri May 01 20:10:36 PDT 2009","NO_QUERY","xxkristinexxx","I'm going to bed, I feel sucky. &gt;_&lt; night guys  &lt;3"
"0","2237467586","Fri Jun 19 05:51:02 PDT 2009","NO_QUERY","alyssa_z5","Jogging, isnt REALLY that cool, especially if you've got a fever "
"4","2054828878","Sat Jun 06 08:09:57 PDT 2009","NO_QUERY","stokegriff","@TripleB yep. Shame about Freo but I'm used to them losing by now! Hopefully you'll enjoy Terminator as much as I did "
"4","2063769162","Sun Jun 07 04:00:18 PDT 2009","NO_QUERY","Saudi","@mutairy already saw it + original + DS9 + Enterprise + voyager + movies except last one "
"0","2266508159","Sun Jun 21 08:37:43 PDT 2009","NO_QUERY","kellyisakilla","Is this some kind of joke? I haven't slept in yet all summer  making breakfast for my little bro and his friend harry&lt;3"
"0","1826977099","Sun May 17 09:43:35 PDT 2009","NO_QUERY","ElvinTiong","Malaysia internet speed pretty slow  Can't open heavy websites with colorful graphics and videos."
"0","2286804551","Mon Jun 22 16:57:02 PDT 2009","NO_QUERY","justinjeffries","Driving back to columbus, fantasy life is over "
"4","2176680792","Mon Jun 15 04:29:53 PDT 2009","NO_QUERY","wonder_nat","@ravylesley :O can't believe you said that! It was too classy for a northener!!!! "
"4","1793525093","Thu May 14 03:01:38 PDT 2009","NO_QUERY","stevejbeck","I think I had one cocktail too many last night!! Ooooh my head! Time for a bath I think "
"0","2070317538","Sun Jun 07 17:28:59 PDT 2009","NO_QUERY","exortabreedoll","aww my grandparents won't be joining our trip on June 25th "
"0","2177250372","Mon Jun 15 05:45:27 PDT 2009","NO_QUERY","shizukat","loves her boy, a lot. But why his shoes are so dirty (+stinky). "
"4","1994807159","Mon Jun 01 12:29:23 PDT 2009","NO_QUERY","Heralupa","@ScanDarkly aha so you're Mabs, ello! "
"4","2176348358","Mon Jun 15 03:37:39 PDT 2009","NO_QUERY","awesomepam","looking for alaska or the hunger games? "
"0","1989373093","Mon Jun 01 01:18:02 PDT 2009","NO_QUERY","cr4zychri5","@Dits I really want to get my hands on Prototype, but from the 11th-19th I've got 6 bio and chem A level papers "
"4","2066372960","Sun Jun 07 10:23:48 PDT 2009","NO_QUERY","eak49","@countingcrows Got my Greek Berkeley tixs down by the stage. You guys are at your best in that venue--can't wait to see you there "
"4","1986690951","Sun May 31 19:11:03 PDT 2009","NO_QUERY","what_bugs_u","@JenmFTW why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
"0","2055364234","Sat Jun 06 09:10:51 PDT 2009","NO_QUERY","summerblonde83","@ItsNeet Aww.    You're not a bad person.  People are just stupid and love to create drama.  *hug*  Whatever, fuck the haters.  &lt;333"
"0","2039691447","Thu Jun 04 22:34:00 PDT 2009","NO_QUERY","Kayleigh_Staack","@andyclemmensen naww thats not nice  x"
"0","1559317964","Sun Apr 19 10:49:35 PDT 2009","NO_QUERY","vivalafran","@fayeturner WTF?? I was actually thinking about buying some tickets a couple of weeks ago but I didn't know if anyone else wanted to go "
"0","2064908037","Sun Jun 07 07:27:31 PDT 2009","NO_QUERY","ohhaikelly","@minorityx my friends brothers band toured in Japan last year and I was like SOMEONE TRY IT FOR ME! but no one did  I doubt itd be good."
"4","1555958929","Sat Apr 18 21:11:55 PDT 2009","NO_QUERY","ericlx","today was amazin. "
"0","1976387062","Sat May 30 17:12:57 PDT 2009","NO_QUERY","CheleDanja","is a little sad...@c_whitfield is headed back to jax...w/o me.  #fb"
"4","2053075209","Sat Jun 06 03:10:21 PDT 2009","NO_QUERY","LitaFice","@d_little_b Happy music "
"4","2056556775","Sat Jun 06 11:21:45 PDT 2009","NO_QUERY","radkim","@chris_peterson Sounds like a damn guinea pig! I'll stick with scorpions and snakes "
"4","1974562635","Sat May 30 13:23:15 PDT 2009","NO_QUERY","HiImShauna","@omgitsJustinTR Awesome! Will do. "
"4","1978765974","Sun May 31 00:23:41 PDT 2009","NO_QUERY","saykay","@burin... While you are expanding your horizons, I'm in the drive thru lane. "
"4","1468742288","Tue Apr 07 03:29:14 PDT 2009","NO_QUERY","Brrryce","is currently writing his World Geography on the influence of Maori tattoos in America. "
"0","2054641267","Sat Jun 06 07:47:23 PDT 2009","NO_QUERY","Graciela86","I just want to feel better "
"4","1753256544","Sun May 10 00:47:19 PDT 2009","NO_QUERY","Coookieesom","@ALLyannaaa oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)"
"0","1751348485","Sat May 09 19:14:26 PDT 2009","NO_QUERY","Misstify450","Missing my truck.  "
"4","2063864665","Sun Jun 07 04:22:38 PDT 2009","NO_QUERY","dansmythphoto","@richardsonmatt Awesome, fingers crossed i'll see you at Kings of Leon and Latitude "
"0","2053901797","Sat Jun 06 06:01:59 PDT 2009","NO_QUERY","Spidersamm","alcohol would be really nice right now...... im not in the best of best moods "
"4","2057351894","Sat Jun 06 12:50:35 PDT 2009","NO_QUERY","Nounces","@jamaise Thanks for the FF.  Glad to see you back in action! "
"0","2260062776","Sat Jun 20 18:36:32 PDT 2009","NO_QUERY","notoriousCMC","this rain/weather is so shitty ! i want it to feel like summer "
"0","1754300451","Sun May 10 05:46:49 PDT 2009","NO_QUERY","ericalambert","its really a disappointment to me that I cant call my mother on mothers day "
"0","1685916707","Sun May 03 02:46:04 PDT 2009","NO_QUERY","dangergirl1","All my twitters are sleeping "
"0","1565074206","Mon Apr 20 05:49:27 PDT 2009","NO_QUERY","ChadEngle","@robbmajor I just checked it out. Its pretty badass but not enough info for tweeting links and what not... "
"4","1678015813","Sat May 02 05:07:38 PDT 2009","NO_QUERY","pdonaghy","@lekahe Thanks for #followfriday. Checking out the others in the list "
"4","2189167192","Mon Jun 15 23:23:52 PDT 2009","NO_QUERY","deityofdeath","@thedailysurvey Good aftie! voting for mad world, please don't stop the rain, come back to me. Thank you. "
"4","2056242539","Sat Jun 06 10:47:14 PDT 2009","NO_QUERY","yes2music","@Kevin_DeSoto you have no idea how much it rained last night! It was a great show though "
"4","2050734519","Fri Jun 05 19:11:57 PDT 2009","NO_QUERY","LammyxCakes","@nickasaur your superkalafragelisticexpialadociously cute!! xoxo my favorite song from youu!! &lt;3 we go good together like coffee &amp; cream "
"0","2070500111","Sun Jun 07 17:48:17 PDT 2009","NO_QUERY","hevlane","i hate sunday nights anymore. "
"0","1794738285","Thu May 14 06:27:39 PDT 2009","NO_QUERY","onewaythru"," I feel down. I thought I can trust my friend. I hate myself from believing. Urrr."
"0","2299129340","Tue Jun 23 12:32:17 PDT 2009","NO_QUERY","craftyasparagus","@clutch_22 My lunch gripe: I got slammed with work and had to postpone lunch...til AFTER a long meeting. No food 'til 2pm. "
"4","1755640805","Sun May 10 09:39:19 PDT 2009","NO_QUERY","moonsprinkle","hi ho hi ho, its off to work i go. well, homework work. Can i do it? Why yes  Time to get crackle-lackin'. its been a productive morning"
"0","1983659331","Sun May 31 13:35:00 PDT 2009","NO_QUERY","wendyjensenca","I killed my comp  no more recording until I get a new one... just can't afford it at the moment.  Any ideas?"
"4","1752414840","Sat May 09 21:51:38 PDT 2009","NO_QUERY","JoeDemiJemi","writing "
"0","2299103579","Tue Jun 23 12:30:23 PDT 2009","NO_QUERY","CommuterMan","@holyschmoke  get stuck in a tunnel and wht do I come out too 13-13 pah! #lions should have called in ur wonder woman! Thx for updates "
"4","1469242533","Tue Apr 07 05:44:07 PDT 2009","NO_QUERY","JohnONolan","@angstmann just bought it - hope it's worth it "
"4","2175288526","Mon Jun 15 00:34:44 PDT 2009","NO_QUERY","ShahzadKhan","@holygee lol... I wonder why not both scotch and women? u seem to be good looking.. "
"0","2296176027","Tue Jun 23 08:51:37 PDT 2009","NO_QUERY","anny61087ac","@lovebeamc I won't find out until Thursday "
"4","1469069579","Tue Apr 07 05:04:42 PDT 2009","NO_QUERY","jiangyin","@outsidealone the video. "
"4","1827880535","Sun May 17 11:38:25 PDT 2009","NO_QUERY","redsoxbatgirl","@veronicaeye yay for little YOU "
"0","2212125481","Wed Jun 17 13:42:25 PDT 2009","NO_QUERY","MangoParade","@ddlovato AWE, I wish I could come sooo badly. I was saving money, but didn't reach my goal  but I know you'll do great on your tour Demi!"
"4","1825827280","Sun May 17 06:57:33 PDT 2009","NO_QUERY","LAURENpoynter","@gfalcone601 haha, have fun!! I have to have dinner with my mum's boyfriend. I hate him  xx"
"0","2190319051","Tue Jun 16 02:23:14 PDT 2009","NO_QUERY","verresnoirs","@tasjaa I have a feeling 3G sucks the life out of it. It drops 50% when I use 3G. Major damper, esp when I'm down to 20% for today. "
"0","2061335972","Sat Jun 06 20:39:24 PDT 2009","NO_QUERY","sweetcaroline03","I thought hearts on physically hurt when you read Twilight. "
"4","2176810093","Mon Jun 15 04:48:26 PDT 2009","NO_QUERY","PaulineMJ","@Musoholic_Lexii Hi girl how are u?  No exams today?"
"4","2048431544","Fri Jun 05 15:11:18 PDT 2009","NO_QUERY","Vitki","@whoiscraig Good morning! Hope you have a great day! "
"4","1996498289","Mon Jun 01 15:11:08 PDT 2009","NO_QUERY","ericvictorino","@live105jared fuck yeah homie  i've heard that song "
"0","2179702343","Mon Jun 15 09:27:59 PDT 2009","NO_QUERY","Mizz_Ossifer","Doesnt wanna send my baby to preschool. "
"0","2002438691","Tue Jun 02 04:12:55 PDT 2009","NO_QUERY","beacoronel","@josette_dlc Read your YM status. I miss Gon too  Especially when I saw yours and Jess' display pics!"
"0","2285357065","Mon Jun 22 15:01:48 PDT 2009","NO_QUERY","mohalen","@divinebubbles lol ya sorry I hate saying that to people but sometimes people are; I have been there too being told that  ;/"
"4","2050793944","Fri Jun 05 19:18:13 PDT 2009","NO_QUERY","JoJoLove21","@RobKardashian are u doing an album rob? If so that's awesome  make it hot "
"4","2191596822","Tue Jun 16 05:36:08 PDT 2009","NO_QUERY","YatPundit","@daisydukelba i agree totally, i valet at the Galleria--those women are psycho "
"4","2181202495","Mon Jun 15 11:30:26 PDT 2009","NO_QUERY","alyxsweet","Just got my new blackberry storm  looove it"
"4","2046242362","Fri Jun 05 11:53:54 PDT 2009","NO_QUERY","linkypoo4u","i am hungry. what's for lunch? You guess it. Tuna Cassrole.  YUMMY!!"
"4","1754764052","Sun May 10 07:18:51 PDT 2009","NO_QUERY","rosyblue","@TheDailyBlonde Happy Mother's Day to YOU, Cheryl!!! "
"0","2327618095","Thu Jun 25 08:34:27 PDT 2009","NO_QUERY","zombiehamster","@Tom_AIAC You had the bloody Ghostbusters Firehouse?!? I had a backpack made out of a cardboard box and an old bit of hoover. "
"0","1992792417","Mon Jun 01 09:19:47 PDT 2009","NO_QUERY","schwa","@fonix I just ordered a 500GB seagate from newegg for ~140. Getting IO errors on current 250GB "
"0","2328526127","Thu Jun 25 09:41:14 PDT 2009","NO_QUERY","samanthaphoric","Ouch! My thumb hurts "
"0","2243534534","Fri Jun 19 13:34:21 PDT 2009","NO_QUERY","kendallbeckley","Oh my god I didnt know death could happen so unexpectedly I was just talking to him  Poor kid. RIP Austin White, I hope you have"
"4","2052865346","Sat Jun 06 02:19:45 PDT 2009","NO_QUERY","tendobeats","@RosieMalekYonan Hey there. Thanks for following me. I actually bought your book for a friend's Christmas gift. Great work!! "
